酒の浄水1,料理,酒の浄水,発酵剤,1
酒の浄水2,料理,酒の浄水,穀物粉類,1
酒の浄水3,料理,酒の浄水,フルーツ類,1
ドレッシング1,料理,ドレッシング,オリーブオイル,1
ドレッシング2,料理,ドレッシング,卵,1
ドレッシング3,料理,ドレッシング,塩,2
ドレッシング4,料理,ドレッシング,料理用ミネラルウォーター,1
レッドソース1,料理,レッドソース,肉類（一般）,1
レッドソース2,料理,レッドソース,砂糖,2
レッドソース3,料理,レッドソース,料理用ミネラルウォーター,2
レッドソース4,料理,レッドソース,ベースソース,1
ホワイトソース1,料理,ホワイトソース,フルーツ類,1
ホワイトソース2,料理,ホワイトソース,砂糖,1
ホワイトソース3,料理,ホワイトソース,料理用ミネラルウォーター,2
ホワイトソース4,料理,ホワイトソース,ベースソース,1
酢1,料理,酢,発酵剤,1
酢2,料理,酢,穀物類,1
酢3,料理,酢,フルーツ類,1
酢4,料理,酢,砂糖,1
穀物ジュース1,料理,穀物ジュース,穀物類,3
穀物ジュース2,料理,穀物ジュース,料理用ミネラルウォーター,1
野菜炒め1,料理,野菜炒め,野菜類,5
野菜炒め2,料理,野菜炒め,トウガラシ,2
野菜炒め3,料理,野菜炒め,オリーブオイル,2
野菜炒め4,料理,野菜炒め,塩,1
海鮮炒め1,料理,海鮮炒め,海産物,1
海鮮炒め2,料理,海鮮炒め,野菜類,4
海鮮炒め3,料理,海鮮炒め,トウガラシ,2
海鮮炒め4,料理,海鮮炒め,ホワイトソース,2
ミートパスタ1,料理,ミートパスタ,肉類（一般）,5
ミートパスタ2,料理,ミートパスタ,穀物生地類,4
ミートパスタ3,料理,ミートパスタ,ニンニク,2
ミートパスタ4,料理,ミートパスタ,コショウ,3
海鮮パスタ1,料理,海鮮パスタ,海鮮物,2
海鮮パスタ2,料理,海鮮パスタ,野菜類,5
海鮮パスタ3,料理,海鮮パスタ,トウガラシ,3
海鮮パスタ4,料理,海鮮パスタ,ホワイトソース,3
穀物スープ1,料理,穀物スープ,料理用ワイン,3
穀物スープ2,料理,穀物スープ,穀物類,6
穀物スープ3,料理,穀物スープ,塩,1
穀物スープ4,料理,穀物スープ,料理用ミネラルウォーター,3
野菜漬け1,料理,野菜漬け,野菜類,8
野菜漬け2,料理,野菜漬け,酢,4
野菜漬け3,料理,野菜漬け,発酵剤,2
野菜漬け4,料理,野菜漬け,砂糖,2
魚漬け1,料理,魚漬け,魚類,1
魚漬け2,料理,魚漬け,酢,3
魚漬け3,料理,魚漬け,塩,4
魚漬け4,料理,魚漬け,発酵剤,2
異国の穀酒1,料理,異国の穀酒,酒の浄水,1
異国の穀酒2,料理,異国の穀酒,穀物生地類,3
異国の穀酒3,料理,異国の穀酒,料理用ミネラルウォーター,5
異国の穀酒4,料理,異国の穀酒,発酵剤,2
アロエヨーグルト1,料理,アロエヨーグルト,アロエ,5
アロエヨーグルト2,料理,アロエヨーグルト,牛乳,2
アロエヨーグルト3,料理,アロエヨーグルト,砂糖,3
アロエヨーグルト4,料理,アロエヨーグルト,発酵剤,3
果実酒1,料理,果実酒,酒の浄水,3
果実酒2,料理,果実酒,異国の穀酒,1
果実酒3,料理,果実酒,フルーツ類,5
果実酒4,料理,果実酒,料理用ミネラルウォーター,2
ビール1,料理,ビール,穀物類,5
ビール2,料理,ビール,砂糖,1
ビール3,料理,ビール,料理用ミネラルウォーター,6
ビール4,料理,ビール,発酵剤,2
オートミール1,料理,オートミール,タマネギ,3
オートミール2,料理,オートミール,牛乳,3
オートミール3,料理,オートミール,食用蜂蜜,2
オートミール4,料理,オートミール,穀物粉類,9
ミートシチュー1,料理,ミートシチュー,肉類（一般）,5
ミートシチュー2,料理,ミートシチュー,穀物粉類,2
ミートシチュー3,料理,ミートシチュー,料理用ミネラルウォーター,3
ミートシチュー4,料理,ミートシチュー,料理用ワイン,2
ゆでた鳥卵1,料理,ゆでた鳥卵,卵,3
ゆでた鳥卵2,料理,ゆでた鳥卵,料理用ワイン,1
ゆでた鳥卵3,料理,ゆでた鳥卵,料理用ミネラルウォーター,6
ゆでた鳥卵4,料理,ゆでた鳥卵,塩,1
魚のフライ1,料理,魚のフライ,魚類,1
魚のフライ2,料理,魚のフライ,穀物粉類,3
魚のフライ3,料理,魚のフライ,フライ用オイル,2
柔らかいパン1,料理,柔らかいパン,穀物生地類,6
柔らかいパン2,料理,柔らかいパン,卵,2
柔らかいパン3,料理,柔らかいパン,発酵剤,2
柔らかいパン4,料理,柔らかいパン,牛乳,3
フィッシュヒレチップ1,料理,フィッシュヒレチップ,魚類,1
フィッシュヒレチップ2,料理,フィッシュヒレチップ,ホワイトソース,3
フィッシュヒレチップ3,料理,フィッシュヒレチップ,塩,2
フィッシュヒレチップ4,料理,フィッシュヒレチップ,穀物粉類,7
フルーツプリン1,料理,フルーツプリン,フルーツ類,5
フルーツプリン2,料理,フルーツプリン,クリーム,1
フルーツプリン3,料理,フルーツプリン,牛乳,3
フルーツプリン4,料理,フルーツプリン,砂糖,2
ミートパイ1,料理,ミートパイ,肉類（一般）,4
ミートパイ2,料理,ミートパイ,穀物生地類,6
ミートパイ3,料理,ミートパイ,オリーブオイル,2
ミートパイ4,料理,ミートパイ,砂糖,2
香りの良い茶1,料理,香りの良い茶,食用蜂蜜,3
香りの良い茶2,料理,香りの良い茶,フルーツ類,4
香りの良い茶3,料理,香りの良い茶,花類,4
香りの良い茶4,料理,香りの良い茶,料理用ミネラルウォーター,7
オムレツ1,料理,オムレツ,卵,5
オムレツ2,料理,オムレツ,穀物類,5
オムレツ3,料理,オムレツ,オリーブオイル,2
オムレツ4,料理,オムレツ,塩,2
ステーキ1,料理,ステーキ,肉類（一般）,8
ステーキ2,料理,ステーキ,レッドソース,2
ステーキ3,料理,ステーキ,ニンニク,2
ステーキ4,料理,ステーキ,塩,2
ミートコロッケ1,料理,ミートコロッケ,肉類（一般）,8
ミートコロッケ2,料理,ミートコロッケ,穀物粉類,5
ミートコロッケ3,料理,ミートコロッケ,卵,2
ミートコロッケ4,料理,ミートコロッケ,チーズ,2
ミートコロッケ5,料理,ミートコロッケ,フライ用オイル,4
チーズグラタン1,料理,チーズグラタン,チーズ,3
チーズグラタン2,料理,チーズグラタン,穀物生地類,5
チーズグラタン3,料理,チーズグラタン,焼いたソーセージ,1
チーズグラタン4,料理,チーズグラタン,レッドソース,3
チーズグラタン5,料理,チーズグラタン,野菜類,4
砂漠ギョーザ1,料理,砂漠ギョーザ,リザード肉,6
砂漠ギョーザ2,料理,砂漠ギョーザ,穀物生地類,6
砂漠ギョーザ3,料理,砂漠ギョーザ,シナモン,1
砂漠ギョーザ4,料理,砂漠ギョーザ,オリーブオイル,2
蜂蜜酒1,料理,蜂蜜酒,食用蜂蜜,3
蜂蜜酒2,料理,蜂蜜酒,酒の浄水,2
蜂蜜酒3,料理,蜂蜜酒,砂糖,2
蜂蜜酒4,料理,蜂蜜酒,料理用ミネラルウォーター,6
蜂の巣クッキー1,料理,蜂の巣クッキー,食用蜂蜜,6
蜂の巣クッキー2,料理,蜂の巣クッキー,卵,2
蜂の巣クッキー3,料理,蜂の巣クッキー,穀物生地類,4
蜂の巣クッキー4,料理,蜂の巣クッキー,牛乳,4
乳茶1,料理,乳茶,香りの良い茶,2
乳茶2,料理,乳茶,牛乳,3
乳茶3,料理,乳茶,塩,1
乳茶4,料理,乳茶,バター,2
暗黒プリン1,料理,暗黒プリン,鶏肉,5
暗黒プリン2,料理,暗黒プリン,オートミール,1
暗黒プリン3,料理,暗黒プリン,野菜漬け,1
暗黒プリン4,料理,暗黒プリン,豚の血,7
ミートサンドイッチ1,料理,ミートサンドイッチ,柔らかいパン,1
ミートサンドイッチ2,料理,ミートサンドイッチ,肉類（一般）,7
ミートサンドイッチ3,料理,ミートサンドイッチ,野菜類,6
ミートサンドイッチ4,料理,ミートサンドイッチ,チーズ,3
ミルクティー1,料理,ミルクティー,香りの良い茶,2
ミルクティー2,料理,ミルクティー,穀物粉類,2
ミルクティー3,料理,ミルクティー,牛乳,3
ミルクティー4,料理,ミルクティー,食用蜂蜜,3
ハムサンドイッチ1,料理,ハムサンドイッチ,柔らかいパン,2
ハムサンドイッチ2,料理,ハムサンドイッチ,焼いたソーセージ,2
ハムサンドイッチ3,料理,ハムサンドイッチ,野菜類,5
ハムサンドイッチ4,料理,ハムサンドイッチ,卵,4
チーズパイ1,料理,チーズパイ,チーズ,7
チーズパイ2,料理,チーズパイ,バター,3
チーズパイ3,料理,チーズパイ,卵,3
チーズパイ4,料理,チーズパイ,穀物生地類,4
ニンジンジュース1,料理,ニンジンジュース,ニンジン,1
ニンジンジュース2,料理,ニンジンジュース,穀物粉類,3
ニンジンジュース3,料理,ニンジンジュース,砂糖,3
ニンジンジュース4,料理,ニンジンジュース,料理用ミネラルウォーター,4
高級ニンジンジュース1,料理,高級ニンジンジュース,高級ニンジン,1
高級ニンジンジュース2,料理,高級ニンジンジュース,穀物粉類,3
高級ニンジンジュース3,料理,高級ニンジンジュース,砂糖,3
高級ニンジンジュース4,料理,高級ニンジンジュース,料理用ミネラルウォーター,4
特級ニンジンジュース1,料理,特級ニンジンジュース,特級ニンジン,1
特級ニンジンジュース2,料理,特級ニンジンジュース,穀物粉類,3
特級ニンジンジュース3,料理,特級ニンジンジュース,砂糖,3
特級ニンジンジュース4,料理,特級ニンジンジュース,料理用ミネラルウォーター,4
フリーカヘビシチュー1,料理,フリーカヘビシチュー,フリーカ,6
フリーカヘビシチュー2,料理,フリーカヘビシチュー,ヘビの肉,3
フリーカヘビシチュー3,料理,フリーカヘビシチュー,トウシキミ,2
フリーカヘビシチュー4,料理,フリーカヘビシチュー,料理用ミネラルウォーター,5
フルーツと野菜サラダ1,料理,フルーツと野菜サラダ,フルーツ類,4
フルーツと野菜サラダ2,料理,フルーツと野菜サラダ,野菜類,4
フルーツと野菜サラダ3,料理,フルーツと野菜サラダ,酢,1
フルーツと野菜サラダ4,料理,フルーツと野菜サラダ,料理用ワイン,2
フルーツパイ1,料理,フルーツパイ,フルーツ類,6
フルーツパイ2,料理,フルーツパイ,穀物生地類,6
フルーツパイ3,料理,フルーツパイ,クリーム,3
フルーツパイ4,料理,フルーツパイ,砂糖,4
魚肉サラダ1,料理,魚肉サラダ,チーズ,2
魚肉サラダ2,料理,魚肉サラダ,魚類,2
魚肉サラダ3,料理,魚肉サラダ,タマネギ,3
魚肉サラダ4,料理,魚肉サラダ,ドレッシング,2
海鮮キノコサラダ1,料理,海鮮キノコサラダ,海産物,1
海鮮キノコサラダ2,料理,海鮮キノコサラダ,キノコ類,1
海鮮キノコサラダ3,料理,海鮮キノコサラダ,ドレッシング,2
精肉サラダ1,料理,精肉サラダ,肉類,8
精肉サラダ2,料理,精肉サラダ,ドレッシング,4
精肉サラダ3,料理,精肉サラダ,酢,2
精肉サラダ4,料理,精肉サラダ,コショウ,3
鳥肉のフライ1,料理,鳥肉のフライ,鶏肉,7
鳥肉のフライ2,料理,鳥肉のフライ,穀物粉類,4
鳥肉のフライ3,料理,鳥肉のフライ,卵,2
鳥肉のフライ4,料理,鳥肉のフライ,コショウ,3
野菜のフライ1,料理,野菜のフライ,野菜,4
野菜のフライ2,料理,野菜のフライ,穀物生地類,3
野菜のフライ3,料理,野菜のフライ,卵,2
野菜のフライ4,料理,野菜のフライ,フライ用オイル,6
魚の蒸し物1,料理,魚の蒸し物,魚類,1
魚の蒸し物2,料理,魚の蒸し物,ニンニク,2
魚の蒸し物3,料理,魚の蒸し物,塩,2
魚の蒸し物4,料理,魚の蒸し物,料理用ミネラルウォーター,3
アロエクッキー1,料理,アロエクッキー,アロエ,5
アロエクッキー2,料理,アロエクッキー,食用蜂蜜,3
アロエクッキー3,料理,アロエクッキー,穀物生地類,7
アロエクッキー4,料理,アロエクッキー,砂糖,4
海鮮蒸し1,料理,海鮮蒸し,海鮮物,2
海鮮蒸し2,料理,海鮮蒸し,トウガラシ,3
海鮮蒸し3,料理,海鮮蒸し,塩,2
海鮮蒸し4,料理,海鮮蒸し,料理用ミネラルウォーター,6
肉炒め1,料理,肉炒め,肉類（一般）,7
肉炒め2,料理,肉炒め,ベースソース,2
肉炒め3,料理,肉炒め,タマネギ,2
肉炒め4,料理,肉炒め,トウガラシ,3
焼いたソーセージ1,料理,焼いたソーセージ,肉類（一般）,6
焼いたソーセージ2,料理,焼いたソーセージ,タマネギ,1
焼いたソーセージ3,料理,焼いたソーセージ,コショウ,2
焼いたソーセージ4,料理,焼いたソーセージ,塩,2
肉スープ1,料理,肉スープ,肉類（一般）,5
肉スープ2,料理,肉スープ,料理用ミネラルウォーター,4
肉スープ3,料理,肉スープ,コショウ,1
肉スープ4,料理,肉スープ,クリーム,2
魚スープ1,料理,魚スープ,魚類,1
魚スープ2,料理,魚スープ,クリーム,2
魚スープ3,料理,魚スープ,穀物粉類,3
魚スープ4,料理,魚スープ,料理用ミネラルウォーター,6
チーズグラタン6,料理,チーズグラタン,チーズ,3
チーズグラタン7,料理,チーズグラタン,穀物生地類,5
チーズグラタン8,料理,チーズグラタン,焼いたソーセージ,1
チーズグラタン9,料理,チーズグラタン,レッドソース,3
チーズグラタン10,料理,チーズグラタン,野菜類,4
ミートサンドイッチ5,料理,ミートサンドイッチ,柔らかいパン,1
ミートサンドイッチ6,料理,ミートサンドイッチ,肉類（一般）,7
ミートサンドイッチ7,料理,ミートサンドイッチ,野菜類,6
ミートサンドイッチ8,料理,ミートサンドイッチ,チーズ,3
リザードケバブ1,料理,リザードケバブ,リザード肉,6
リザードケバブ2,料理,リザードケバブ,レッドソース,2
リザードケバブ3,料理,リザードケバブ,穀物類,2
リザードケバブ4,料理,リザードケバブ,タマネギ,3
海鮮バター焼き1,料理,海鮮バター焼き,海産物,1
海鮮バター焼き2,料理,海鮮バター焼き,バター,3
海鮮バター焼き3,料理,海鮮バター焼き,塩,2
海鮮バター焼き4,料理,海鮮バター焼き,オリーブオイル,1
良い飼料1,料理,良い飼料,肉類（一般）,6
良い飼料2,料理,良い飼料,穀物粉類,4
良い飼料3,料理,良い飼料,魚類,1
良い飼料4,料理,良い飼料,料理用ミネラルウォーター,3
有機農飼料1,料理,有機農飼料,魚類,2
有機農飼料2,料理,有機農飼料,肉類（一般）,5
有機農飼料3,料理,有機農飼料,鶏肉,4
有機農飼料4,料理,有機農飼料,オートミール,2
バレノス定食1,料理,バレノス定食,チーズグラタン,1
バレノス定食2,料理,バレノス定食,ミートコロッケ,1
バレノス定食3,料理,バレノス定食,魚燻製ステーキ,1
バレノス定食4,料理,バレノス定食,野菜炒め,2
バレノス定食5,料理,バレノス定食,ビール,2
澄んだ液体試薬1,錬金,澄んだ液体試薬,塩,1
澄んだ液体試薬2,錬金,澄んだ液体試薬,黎明草,1
澄んだ液体試薬3,錬金,澄んだ液体試薬,精製水,1
澄んだ液体試薬4,錬金,澄んだ液体試薬,雑草,1
純粋な粉の試薬1,錬金,純粋な粉の試薬,砂糖,1
純粋な粉の試薬2,錬金,純粋な粉の試薬,銀色ツツジ,1
純粋な粉の試薬3,錬金,純粋な粉の試薬,精製水,1
純粋な粉の試薬4,錬金,純粋な粉の試薬,雑草,1
防御のエリクサー1,錬金,防御のエリクサー,澄んだ液体試薬,1
防御のエリクサー2,錬金,防御のエリクサー,精製水,3
防御のエリクサー3,錬金,防御のエリクサー,トネリコ樹液,6
防御のエリクサー4,錬金,防御のエリクサー,豚の血,5
意思のエリクサー1,錬金,意思のエリクサー,純粋な粉の試薬,1
意思のエリクサー2,錬金,意思のエリクサー,精製水,3
意思のエリクサー3,錬金,意思のエリクサー,オオカミの血,6
意思のエリクサー4,錬金,意思のエリクサー,黎明草,4
集中のエリクサー1,錬金,集中のエリクサー,澄んだ液体試薬,1
集中のエリクサー2,錬金,集中のエリクサー,クラウドキノコ,3
集中のエリクサー3,錬金,集中のエリクサー,クマの血,3
集中のエリクサー4,錬金,集中のエリクサー,野生野草,2
HPのエリクサー1,錬金,HPのエリクサー,純粋な粉の試薬,1
HPのエリクサー2,錬金,HPのエリクサー,銀色ツツジ,3
HPのエリクサー3,錬金,HPのエリクサー,HPポーション（小）,3
HPのエリクサー4,錬金,HPのエリクサー,キツネの血,5
活力のエリクサー1,錬金,活力のエリクサー,純粋な粉の試薬,1
活力のエリクサー2,錬金,活力のエリクサー,精製水,3
活力のエリクサー3,錬金,活力のエリクサー,MPポーション（小）,2
活力のエリクサー4,錬金,活力のエリクサー,キツネの血,4
蘇生のエリクサー1,錬金,蘇生のエリクサー,澄んだ液体試薬,1
蘇生のエリクサー2,錬金,蘇生のエリクサー,精製水,3
蘇生のエリクサー3,錬金,蘇生のエリクサー,HPポーション（小）,2
蘇生のエリクサー4,錬金,蘇生のエリクサー,黎明草,3
気力のエリクサー1,錬金,気力のエリクサー,純粋な粉の試薬,1
気力のエリクサー2,錬金,気力のエリクサー,ドワーフキノコ,2
気力のエリクサー3,錬金,気力のエリクサー,シラカバ樹液,5
気力のエリクサー4,錬金,気力のエリクサー,クマの血,4
解毒のエリクサー1,錬金,解毒のエリクサー,純粋な粉の試薬,1
解毒のエリクサー2,錬金,解毒のエリクサー,野生野草,1
解毒のエリクサー3,錬金,解毒のエリクサー,オリーブオイル,3
解毒のエリクサー4,錬金,解毒のエリクサー,鹿の血,2
止血のエリクサー1,錬金,止血のエリクサー,純粋な粉の試薬,1
止血のエリクサー2,錬金,止血のエリクサー,クラウドキノコ,1
止血のエリクサー3,錬金,止血のエリクサー,精製水,3
止血のエリクサー4,錬金,止血のエリクサー,トネリコ樹液,1
オットセイのエリクサー1,錬金,オットセイのエリクサー,シラカバ樹液,1
オットセイのエリクサー2,錬金,オットセイのエリクサー,ドワーフキノコ,3
オットセイのエリクサー3,錬金,オットセイのエリクサー,精製水,5
オットセイのエリクサー4,錬金,オットセイのエリクサー,オオカミの血,4
翼のエリクサー1,錬金,翼のエリクサー,トネリコ樹液,1
翼のエリクサー2,錬金,翼のエリクサー,銀色ツツジ,2
翼のエリクサー3,錬金,翼のエリクサー,精製水,5
翼のエリクサー4,錬金,翼のエリクサー,クマの血,4
衝撃のエリクサー1,錬金,衝撃のエリクサー,愚者の血,1
衝撃のエリクサー2,錬金,衝撃のエリクサー,タイガーキノコ,5
衝撃のエリクサー3,錬金,衝撃のエリクサー,歳月の粉末,3
衝撃のエリクサー4,錬金,衝撃のエリクサー,スギ樹液,7
労働者のエリクサー1,錬金,労働者のエリクサー,罪人の血,1
労働者のエリクサー2,錬金,労働者のエリクサー,銀色ツツジ,6
労働者のエリクサー3,錬金,労働者のエリクサー,炎の粉末,2
労働者のエリクサー4,錬金,労働者のエリクサー,トネリコ樹液,4
漁師のエリクサー1,錬金,漁師のエリクサー,賢者の血,1
漁師のエリクサー2,錬金,漁師のエリクサー,黎明草,6
漁師のエリクサー3,錬金,漁師のエリクサー,炎の粉末,2
漁師のエリクサー4,錬金,漁師のエリクサー,モミの木樹液,5
経験のエリクサー1,錬金,経験のエリクサー,愚者の血,1
経験のエリクサー2,錬金,経験のエリクサー,炎の粉末,2
経験のエリクサー3,錬金,経験のエリクサー,乾燥タテガミ草,7
経験のエリクサー4,錬金,経験のエリクサー,マツの木樹液,5
調教のエリクサー1,錬金,調教のエリクサー,神獣の血,1
調教のエリクサー2,錬金,調教のエリクサー,銀色ツツジ,7
調教のエリクサー3,錬金,調教のエリクサー,クラックの粉末,2
調教のエリクサー4,錬金,調教のエリクサー,マツの木樹液,4
歳月のエリクサー1,錬金,歳月のエリクサー,賢者の血,1
歳月のエリクサー2,錬金,歳月のエリクサー,火炎燐の花,6
歳月のエリクサー3,錬金,歳月のエリクサー,歳月の粉末,2
歳月のエリクサー4,錬金,歳月のエリクサー,カエデ樹液,5
風のエリクサー1,錬金,風のエリクサー,賢者の血,1
風のエリクサー2,錬金,風のエリクサー,フォーチュンテラーキノコ,5
風のエリクサー3,錬金,風のエリクサー,闇の粉末,2
風のエリクサー4,錬金,風のエリクサー,マツの木樹液,3
呪のエリクサー1,錬金,呪のエリクサー,暴君の血,1
呪のエリクサー2,錬金,呪のエリクサー,闇の粉末,2
呪のエリクサー3,錬金,呪のエリクサー,カエデ樹液,3
呪のエリクサー4,錬金,呪のエリクサー,火炎燐の花,5
迅速のエリクサー1,錬金,迅速のエリクサー,神獣の血,1
迅速のエリクサー2,錬金,迅速のエリクサー,アローキノコ,5
迅速のエリクサー3,錬金,迅速のエリクサー,闇の粉末,2
迅速のエリクサー4,錬金,迅速のエリクサー,シラカバ樹液,5
人間狩りのエリクサー1,錬金,人間狩りのエリクサー,愚者の血,1
人間狩りのエリクサー2,錬金,人間狩りのエリクサー,ブラックストーン粉末,3
人間狩りのエリクサー3,錬金,人間狩りのエリクサー,フォーチュンテラーキノコ,4
人間狩りのエリクサー4,錬金,人間狩りのエリクサー,カエデ樹液,4
亜人狩りのエリクサー1,錬金,亜人狩りのエリクサー,罪人の血,1
亜人狩りのエリクサー2,錬金,亜人狩りのエリクサー,ブラックストーン粉末,3
亜人狩りのエリクサー3,錬金,亜人狩りのエリクサー,アローキノコ,4
亜人狩りのエリクサー4,錬金,亜人狩りのエリクサー,モミの木樹液,4
親和のエリクサー1,錬金,親和のエリクサー,神獣の血,1
親和のエリクサー2,錬金,親和のエリクサー,ブラックストーン粉末,3
親和のエリクサー3,錬金,親和のエリクサー,火炎燐の花,5
親和のエリクサー4,錬金,親和のエリクサー,トネリコ樹液,6
罪人の血1,錬金,罪人の血,澄んだ液体試薬,1
罪人の血2,錬金,罪人の血,血色の木の節,1
罪人の血3,錬金,罪人の血,炎の粉末,1
罪人の血4,錬金,罪人の血,豚の血,2
愚者の血1,錬金,愚者の血,澄んだ液体試薬,1
愚者の血2,錬金,愚者の血,精霊の葉,1
愚者の血3,錬金,愚者の血,闇の粉末,1
愚者の血4,錬金,愚者の血,オオカミの血,2
賢者の血1,錬金,賢者の血,澄んだ液体試薬,1
賢者の血2,錬金,賢者の血,修道士の枝,1
賢者の血3,錬金,賢者の血,飛翔の痕跡,1
賢者の血4,錬金,賢者の血,キツネの血,2
神獣の血1,錬金,神獣の血,純粋な粉の試薬,1
神獣の血2,錬金,神獣の血,精霊の葉,1
神獣の血3,錬金,神獣の血,大地の痕跡,1
神獣の血4,錬金,神獣の血,コウモリの血,2
暴君の血1,錬金,暴君の血,純粋な粉の試薬,1
暴君の血2,錬金,暴君の血,修道士の枝,1
暴君の血3,錬金,暴君の血,野蛮の痕跡,1
暴君の血4,錬金,暴君の血,クマの血,2
